campaign_name,campaign_id,adset_name,adset_id,spend,impressions,clicks,ctr,cpc,date_start,date_stop,website_purchase_roas,spend_eur
16 MARCH - Winter Trench Coat - 1.79 - SINGLE PRODUCT,120218194819180719,BROAD,120218194895250719,38.04,1631,112,6.866953,0.339643,2023-07-27,2025-03-18,"[{'action_type': 'offsite_conversion.fb_pixel_purchase', 'value': '2.421661'}]",36.5184
16 MARCH - Winter Trench Coat - 1.79 - SINGLE PRODUCT,120218194819180719,STACK,120218194895260719,9.46,412,14,3.398058,0.675714,2023-07-27,2025-03-18,,9.0816
16 MARCH - Pullover Hooded Sweater - 0.00 - SINGLE PRODUCT,120218194959920719,ENGAGE,120218194959850719,6.39,911,10,1.097695,0.639,2023-07-27,2025-03-18,,6.134399999999999
16 MARCH - Pullover Hooded Sweater - 0.00 - SINGLE PRODUCT,120218194959920719,STACK,120218195048400719,5.9,759,16,2.108037,0.36875,2023-07-27,2025-03-18,,5.664
16 MARCH - Pullover Hooded Sweater - 0.00 - SINGLE PRODUCT,120218194959920719,BROAD,120218195048450719,7.86,681,10,1.468429,0.786,2023-07-27,2025-03-18,,7.5456
16 MARCH - Pullover Hooded Sweater - 0.00 - SINGLE PRODUCT,120218194959920719,ONLINE,120218195048460719,4.05,605,7,1.157025,0.578571,2023-07-27,2025-03-18,,3.888
16 MARCH - Striped Pants - 1.45 - SINGLE PRODUCT,120218195075000719,ENGAGE,120218195075100719,13.85,741,52,7.017544,0.266346,2023-07-27,2025-03-18,"[{'action_type': 'offsite_conversion.fb_pixel_purchase', 'value': '3.362455'}]",13.296
16 MARCH - Striped Pants - 1.45 - SINGLE PRODUCT,120218195075000719,ONLINE,120218195168040719,21.13,1100,93,8.454545,0.227204,2023-07-27,2025-03-18,,20.284799999999997
16 MARCH - Striped Pants - 1.45 - SINGLE PRODUCT,120218195075000719,BROAD,120218195168060719,29.76,1415,68,4.805654,0.437647,2023-07-27,2025-03-18,,28.5696
16 MARCH - Striped Pants - 1.45 - SINGLE PRODUCT,120218195075000719,STACK,120218195168090719,14.24,721,49,6.796117,0.290612,2023-07-27,2025-03-18,,13.670399999999999
16 MARCH - Casual T-Shirt with V-Neck - 1.46 - SINGLE PRODUCT,120218195231330719,ENGAGE,120218195231420719,4.1,282,9,3.191489,0.455556,2023-07-27,2025-03-18,,3.9359999999999995
16 MARCH - Casual T-Shirt with V-Neck - 1.46 - SINGLE PRODUCT,120218195231330719,BROAD,120218195384020719,3.37,229,4,1.746725,0.8425,2023-07-27,2025-03-18,,3.2352
16 MARCH - Casual T-Shirt with V-Neck - 1.46 - SINGLE PRODUCT,120218195231330719,STACK,120218195384030719,11.01,692,22,3.179191,0.500455,2023-07-27,2025-03-18,,10.5696
16 MARCH - Casual T-Shirt with V-Neck - 1.46 - SINGLE PRODUCT,120218195231330719,ONLINE,120218195384070719,6.35,246,9,3.658537,0.705556,2023-07-27,2025-03-18,,6.095999999999999
17 MARCH - Waterproof Leather Shoes - 1.58 - SINGLE PRODUCT - RELAUNCH,120218215479180719,BROAD,120218215479330719,9.98,668,23,3.443114,0.433913,2023-07-27,2025-03-18,,9.5808
17 MARCH - Waterproof Leather Shoes - 1.58 - SINGLE PRODUCT - RELAUNCH,120218215479180719,STACK,120218215548190719,8.52,545,15,2.752294,0.568,2023-07-27,2025-03-18,,8.1792
17 MARCH - Waterproof Leather Shoes - 1.58 - SINGLE PRODUCT - RELAUNCH,120218215479180719,ENGAGE,120218215548200719,7.62,502,13,2.589641,0.586154,2023-07-27,2025-03-18,,7.3152
17 MARCH - Waterproof Leather Shoes - 1.58 - SINGLE PRODUCT - RELAUNCH,120218215479180719,ONLINE,120218215548290719,4.12,532,21,3.947368,0.19619,2023-07-27,2025-03-18,,3.9552
17 MARCH - Statement Oversized Hoodie - 1.47 - SINGLE PRODUCT,120218215655180719,ENGAGE,120218215655190719,3.35,227,1,0.440529,3.35,2023-07-27,2025-03-18,,3.2159999999999997
17 MARCH - Statement Oversized Hoodie - 1.47 - SINGLE PRODUCT,120218215655180719,BROAD,120218215812840719,5.07,466,8,1.716738,0.63375,2023-07-27,2025-03-18,,4.8672
17 MARCH - Statement Oversized Hoodie - 1.47 - SINGLE PRODUCT,120218215655180719,STACK,120218215812850719,11.99,910,24,2.637363,0.499583,2023-07-27,2025-03-18,,11.5104
17 MARCH - Statement Oversized Hoodie - 1.47 - SINGLE PRODUCT,120218215655180719,ONLINE,120218215812910719,3.69,381,7,1.83727,0.527143,2023-07-27,2025-03-18,,3.5423999999999998
